name,age,country,year,Date_Given,sports,gold_medal,silver_medal,brone_medal,total_medal
Galabin Boevski,25.0,Bulgaria,2000,10-01-2000,Weightlifting,1,0,0,1
Andrey Chemerkin,28.0,Russia,2000,10-01-2000,Weightlifting,0,0,1,1
Chen Xiaomin,23.0,China,2000,10-01-2000,Weightlifting,1,0,0,1
Pyrros Dimas,28.0,Greece,2000,10-01-2000,Weightlifting,1,0,0,1
Ding Meiyuan,20.0,China,2000,10-01-2000,Weightlifting,1,0,0,1
Cheryl Haworth,17.0,United States,2000,10-01-2000,Weightlifting,0,0,1,1
Marc Huster,30.0,Germany,2000,10-01-2000,Weightlifting,0,1,0,1
Sri Indriyani,21.0,Indonesia,2000,10-01-2000,Weightlifting,0,0,1,1
Soraya Jimnez,23.0,Mexico,2000,10-01-2000,Weightlifting,1,0,0,1
Akakios Kakiasvili,31.0,Greece,2000,10-01-2000,Weightlifting,1,0,0,1
Ioanna Khatziioannou,26.0,Greece,2000,10-01-2000,Weightlifting,0,0,1,1
Szymon Kolecki,18.0,Poland,2000,10-01-2000,Weightlifting,0,1,0,1
Kuo YiHang,25.0,Chinese Taipei,2000,10-01-2000,Weightlifting,0,0,1,1
Sergey Lavrenov,28.0,Belarus,2000,10-01-2000,Weightlifting,0,0,1,1
Li FengYing,25.0,Chinese Taipei,2000,10-01-2000,Weightlifting,0,1,0,1
Lin Weining,21.0,China,2000,10-01-2000,Weightlifting,1,0,0,1
Karnam Malleswari,25.0,India,2000,10-01-2000,Weightlifting,0,0,1,1
Georgi Markov,22.0,Bulgaria,2000,10-01-2000,Weightlifting,0,1,0,1
Erzsbet MrkusPeresztegi,31.0,Hungary,2000,10-01-2000,Weightlifting,0,1,0,1
Arsen Melikyan,24.0,Armenia,2000,10-01-2000,Weightlifting,0,0,1,1
Viktor Mitrou,27.0,Greece,2000,10-01-2000,Weightlifting,0,1,0,1
Halil Mutlu,27.0,Turkey,2000,10-01-2000,Weightlifting,1,0,0,1
Tara NottCunningham,28.0,United States,2000,10-01-2000,Weightlifting,1,0,0,1
Ruth Ogbeifo,28.0,Nigeria,2000,10-01-2000,Weightlifting,0,1,0,1
Gennady Oleshchuk,24.0,Belarus,2000,10-01-2000,Weightlifting,0,0,1,1
Nikolay Peshalov,30.0,Croatia,2000,10-01-2000,Weightlifting,1,0,0,1
Aleksey Petrov,26.0,Russia,2000,10-01-2000,Weightlifting,0,0,1,1
Valentina Popova,27.0,Russia,2000,10-01-2000,Weightlifting,0,1,0,1
Hossein Reza Zadeh,22.0,Iran,2000,10-01-2000,Weightlifting,1,0,0,1
Ri SongHui,21.0,North Korea,2000,10-01-2000,Weightlifting,0,1,0,1
Raema Lisa Rumbewas,19.0,Indonesia,2000,10-01-2000,Weightlifting,0,1,0,1
Leonidas Sabanis,28.0,Greece,2000,10-01-2000,Weightlifting,0,1,0,1
Asaad Said Saif,21.0,Qatar,2000,10-01-2000,Weightlifting,0,0,1,1
Winarni Binti Slamet,24.0,Indonesia,2000,10-01-2000,Weightlifting,0,0,1,1
Khassaraporn Suta,28.0,Thailand,2000,10-01-2000,Weightlifting,0,0,1,1
Hossein Tavakoli,22.0,Iran,2000,10-01-2000,Weightlifting,1,0,0,1
Alan Tsagaev,23.0,Bulgaria,2000,10-01-2000,Weightlifting,0,1,0,1
Mara Isabel Urrutia,35.0,Colombia,2000,10-01-2000,Weightlifting,1,0,0,1
Ronny Weller,31.0,Germany,2000,10-01-2000,Weightlifting,0,1,0,1
Agata Wrbel,19.0,Poland,2000,10-01-2000,Weightlifting,0,1,0,1
Wu Wenxiong,19.0,China,2000,10-01-2000,Weightlifting,0,1,0,1
Yang Xia,22.0,China,2000,10-01-2000,Weightlifting,1,0,0,1
Zhan Xugang,26.0,China,2000,10-01-2000,Weightlifting,1,0,0,1
Zhang Xiangxiang,17.0,China,2000,10-01-2000,Weightlifting,0,0,1,1
Matteo Aicardi,26.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Milan Aleksic,26.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Betsey Armstrong,29.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Marta Bach,19.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Samir Barac,38.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Gemma Beadsworth,25.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Andrea Blas,20.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Miho Bokovic,29.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Victoria Brown,27.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Ivan Buljubaic,24.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Damir Buric,31.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Andro Bulje,26.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Kami Craig,25.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Nika Dobud,26.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Annika Dries,20.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Anna Espar,19.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Laura Ester,22.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Maurizio Felugo,31.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Pietro Figlioli,28.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Filip Filipovic,25.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Deni Fiorentini,28.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Valentino Gallo,27.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Maica Garca,21.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Massimo Giacoppo,29.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Alex Giorgetti,24.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Niccol Gitto,25.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
ivko Gocic,29.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Kate Gynther,30.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Igor Hinic,36.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Maro Jokovic,24.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Bronwen Knox,26.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Holly LincolnSmith,24.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Laura Lpez,24.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Duan Mandic,18.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Courtney Mathewson,25.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Alicia McCormack,29.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Ona Meseguer,24.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Lorena Miranda,21.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Stefan Mitrovic,24.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Jane Moran,27.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Petar Muslim,24.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Slobodan Nikic,29.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Paulo Obradovic,26.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Mati Ortz,21.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Jenny Pareja,28.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Giacomo Pastorino,32.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Josip Pavic,30.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Pilar Pea,26.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Amaurys Perez,36.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Heather Petri,34.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Duko Pijetlovic,27.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Gojko Pijetlovic,28.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Danijel Premu,31.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Christian Presciutti,29.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Andrija Prlainovic,25.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Glencora Ralph,24.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Nikola Raden,27.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Mel Rippon,31.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Kelly Rulon,28.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Aleksa aponjic,20.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Melissa Seidemann,22.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Sophie Smith,26.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Slobodan Soro,33.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Ash Southern,19.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Jessica Steffens,25.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Maggie Steffens,19.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Sandro Sukno,22.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Roser Tarrag,19.0,Spain,2012,08-12-2012,Waterpolo,0,1,0,1
Stefano Tempesti,33.0,Italy,2012,08-12-2012,Waterpolo,0,1,0,1
Vanja Udovicic,29.0,Serbia,2012,08-12-2012,Waterpolo,0,0,1,1
Frano Vican,36.0,Croatia,2012,08-12-2012,Waterpolo,1,0,0,1
Brenda Villa,32.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Rowie Webster,24.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Lauren Wenger,28.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Elsie Windes,27.0,United States,2012,08-12-2012,Waterpolo,1,0,0,1
Nicola Zagame,22.0,Australia,2012,08-12-2012,Waterpolo,0,0,1,1
Betsey Armstrong,25.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Tony Azevedo,26.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Ryan Bailey,32.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Gemma Beadsworth,21.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Layne Beaubien,32.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Tibor Benedek,36.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Pter Biros,32.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Brandon Brooks,27.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Mieke Cabout,22.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Patty Cardenas,23.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Aleksandar Ciric,30.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Kami Craig,21.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Nikita Cuffe,28.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Danille de Bruijn,30.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Filip Filipovic,21.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Suzie Fraser,19.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Istvn Gergely,31.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
ivko Gocic,25.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Taniele Gofers,23.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Natalie Golda,26.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Alison Gregorka,23.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Rianne Guichelaar,24.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Kate Gynther,26.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Biurakn Hakhverdian,22.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Brittany Hayes,23.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Amy Hetzel,25.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Jaime Hipp,26.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Norbert Hosnynszky,24.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Peter Hudnut,28.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Tim Hutten,23.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Tams Kss,32.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Gbor Kis,25.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Gergo Kiss,30.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Noeki Klein,25.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Bronwen Knox,22.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Emma Knox,30.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Simone Koot,27.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
J W Krumpholz,20.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Norbert Madaras,28.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Alicia McCormack,25.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Rick Merlo,26.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Tams Molnr,33.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Merrill Moses,30.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Branko Pekovic,29.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Heather Petri,30.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Duko Pijetlovic,23.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Jeff Powers,28.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Andrija Prlainovic,21.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Nikola Raden,23.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Bec Rippon,29.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Mel Rippon,27.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Jenna Santoromito,21.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Mia Santoromito,23.0,Australia,2008,8/24/2008,Waterpolo,0,0,1,1
Aleksandar apic,30.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Dejan Savic,33.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Denis efik,31.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Alette Sijbring,26.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Yasemin Smit,23.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Jesse Smith,25.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Slobodan Soro,29.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Jessica Steffens,21.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Zoltn Szcsi,30.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Vanja Udovicic,25.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Iefke van Belkum,22.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Gillian van den Berg,36.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Marieke van den Ham,25.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Ilse van der Meijden,19.0,Netherlands,2008,8/24/2008,Waterpolo,1,0,0,1
Moriah Van Norman,24.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Peter Varellas,23.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Dniel Varga,24.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Dnes Varga,21.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Tams Varga,33.0,Hungary,2008,8/24/2008,Waterpolo,1,0,0,1
Brenda Villa,28.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Vlada Vujasinovic,34.0,Serbia,2008,8/24/2008,Waterpolo,0,0,1,1
Lauren Wenger,24.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Elsie Windes,23.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Adam Wright,31.0,United States,2008,8/24/2008,Waterpolo,0,1,0,1
Carmela Allucci,34.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Alexandra Araujo,32.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Dimitra Asilian,32.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Roman Balashov,27.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Robin Beauregard,25.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Tibor Benedek,32.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Pter Biros,28.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Silvia Bosurgi,25.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Revaz Chomakhidze,30.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Aleksandar Ciric,26.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Francesca Conti,32.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Tania Di Mario,25.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Margaret Dingeldein,24.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Georgia Ellinaki,30.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Ellen Estes,25.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Aleksandr Fedorov,23.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Rajmund Fodor,28.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Jacqueline Frank,24.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Sergey Garbuzov,30.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Istvn Gergely,27.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Elena Gigli,19.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Vladimir Gojkovic,23.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Natalie Golda,22.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Dmitry Gorshkov,37.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Melania Grego,31.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Danilo Ikodinovic,27.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Viktor Jelenic,33.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Predrag Jokic,21.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Eftykhia Karagianni,30.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Angeliki Karapataki,29.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Tams Kss,28.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Gergo Kiss,26.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Nikolay Kozlov,32.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Voula Kozomboli,30.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Georgia Lara,24.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Kiki Liosi,24.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Ericka Lorenz,23.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Norbert Madaras,24.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Nikolay Maksimov,31.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Giusi Malato,33.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Antiopi Melidoni,26.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Martina Miceli,30.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Tams Molnr,29.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Heather Moody,30.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Tonia Moraiti,27.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Evi Moraitidou,29.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Thalia Munro,22.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Maddalena Musumeci,28.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Anthi Mylonaki,20.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Slobodan Nikic,21.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Katerina Oikonomopoulou,26.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Heather Petri,26.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Cinzia Ragusa,27.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Andrey Rekechinsky,23.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Antigoni Roumbesi,21.0,Greece,2004,8/29/2004,Waterpolo,0,1,0,1
Kelly Rulon,20.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Aleksandar apic,26.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Dejan Savic,29.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Denis efik,27.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Amber Stachowski,21.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
dm Steinmetz,24.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Barnabs Steinmetz,28.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Dmitry Stratan,29.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Zoltn Szcsi,26.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Nomi Tth,28.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Petar Trbojevic,30.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Vanja Udovicic,21.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Tams Varga,29.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Attila Vri,28.0,Hungary,2004,8/29/2004,Waterpolo,1,0,0,1
Brenda Villa,24.0,United States,2004,8/29/2004,Waterpolo,0,0,1,1
Vlada Vujasinovic,31.0,Serbia and Montenegro,2004,8/29/2004,Waterpolo,0,1,0,1
Aleksandr Yeryshov,31.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Vitaly Yurchik,21.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Marat Zakirov,30.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Emanuela Zanchi,26.0,Italy,2004,8/29/2004,Waterpolo,1,0,0,1
Irek Zinnurov,35.0,Russia,2004,8/29/2004,Waterpolo,0,0,1,1
Marina Akobiya,25.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Yekaterina Anikeyeva,31.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Roman Balashov,23.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Robin Beauregard,21.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Tibor Benedek,28.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Pter Biros,24.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Naomi Castle,26.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Revaz Chomakhidze,26.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Aleksandar Ciric,22.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
Dmitry Dugin,32.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Ellen Estes,21.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Rajmund Fodor,24.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Joanne Fox,21.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Sergey Garbuzov,26.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Dmitry Gorshkov,33.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Bridgette Gusterson,27.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Simone Hankin,27.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Yvette Higgins,22.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Kate Hooper,22.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Danilo Ikodinovic,23.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
Viktor Jelenic,29.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
Courtney Johnson,26.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Tams Kss,24.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Gergo Kiss,23.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Sofiya Konukh,20.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Mariya Korolyova,25.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Zoltn Ksz,32.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Nikolay Kozlov,28.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Nikola Kuljaca,26.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
Nataliya Kutuzova,25.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Svetlana Kuzina,25.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Ericka Lorenz,19.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Nikolay Maksimov,27.0,Russia,2000,10-01-2000,Waterpolo,0,1,0,1
Tams Mrcz,26.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Bronwyn MayerSmith,26.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Gail Miller,23.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Melissa Mills,26.0,Australia,2000,10-01-2000,Waterpolo,1,0,0,1
Tams Molnr,25.0,Hungary,2000,10-01-2000,Waterpolo,1,0,0,1
Heather Moody,27.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Mo OToole,39.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Bernice Orwig,23.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Nicolle Payne,24.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Heather Petri,22.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Tatyana Petrova,27.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Yuliya Petrova,21.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Galina Rytova,25.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Aleksandar apic,22.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
Dejan Savic,25.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
Kathy Sheehy,30.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Coralie Simmons,23.0,United States,2000,10-01-2000,Waterpolo,0,1,0,1
Yelena Smurova,26.0,Russia,2000,10-01-2000,Waterpolo,0,0,1,1
Aleksandar otar,36.0,Serbia and Montenegro,2000,10-01-2000,Waterpolo,0,0,1,1
